Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,gender Response,gender Quantised,age Value,parh1 Response,parh1 Quantised,parh2 Response,parh2 Quantised,parh3 Response,parh3 Quantised,parh4 Response,parh4 Quantised,hypothesis Value
1,1692034583864,14/08/2023 17:36:23,1692038183864,1,14/08/2023 19:36:23,139290,5,questionnaire-sxre,,31182480,BLIND,9244516,,complete,,64da737cb0c02ee284bbb103,mobile,Apple iPhone,iOS 16.5.1,Mobile Safari 16.5.2,414x896,414x726,,,0,demographics,4,Female,2,39,0,4,1,5,0,4,1,5,views on virtual reality experiment 
1,1692034646710,14/08/2023 17:37:26,1692038246710,1,14/08/2023 19:37:26,139290,5,questionnaire-sxre,,31182481,BLIND,9244490,,complete,,64da732b367f1b2d2c616c80,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x739,,,0,demographics,4,Female,2,50,0,4,3,7,-3,1,1,5,showing peoples movements 
1,1692034589231,14/08/2023 17:36:29,1692038189231,1,14/08/2023 19:36:29,139290,5,questionnaire-sxre,,31182486,BLIND,9244513,,complete,,64da7377f739f18fbb16558f,mobile,Apple iPhone,iOS 16.6,Chrome 114.0.5735.124,390x844,390x669,,,0,demographics,4,Female,2,42,0,4,0,4,0,4,0,4,VR body mapping
1,1692034610286,14/08/2023 17:36:50,1692038210286,1,14/08/2023 19:36:50,139290,5,questionnaire-sxre,,31182502,BLIND,9244523,,complete,,64da738caea00964a1c354ab,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,390x844,390x664,,,0,demographics,4,Female,2,35,1,5,0,4,2,6,-1,3,perspective using a vr set
1,1692034618313,14/08/2023 17:36:58,1692038218313,1,14/08/2023 19:36:58,139290,5,questionnaire-sxre,,31182511,BLIND,9244469,,complete,,64da72fb85e4ddbd7aa5e314,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1024x1366,1366x914,,,0,demographics,4,Female,2,62,-2,2,3,7,0,4,2,6,i really do not know apart from the virtual body.  I would just use a mirror!
1,1692034629125,14/08/2023 17:37:09,1692038229125,1,14/08/2023 19:37:09,139290,5,questionnaire-sxre,,31182519,BLIND,9244455,,complete,,64da72d8ce9ca971de49ea66,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x800,1280x643,,,0,demographics,4,Female,2,41,-3,1,3,7,-3,1,3,7,bodily awareness perception and how we think it may change in a virtual environment
1,1692034629308,14/08/2023 17:37:09,1692038229308,1,14/08/2023 19:37:09,139290,5,questionnaire-sxre,,31182523,BLIND,9244521,,complete,,64da73817a9ce0b99bbbb139,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x739,,,0,demographics,4,Female,2,41,1,5,-1,3,-1,3,-1,3,whether people start to feel like the vr body is at one with their real body
1,1692034647952,14/08/2023 17:37:27,1692038247952,1,14/08/2023 19:37:27,139290,5,questionnaire-sxre,,31182542,BLIND,9244476,,complete,,64da72fca5eca3d04b4ba025,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1366x619,,,0,demographics,4,Female,2,62,-1,3,-1,3,-1,3,1,5,to see how real this would feel 
1,1692035271123,14/08/2023 17:47:51,1692038871123,1,14/08/2023 19:47:51,139290,5,questionnaire-sxre,,31182558,BLIND,9244545,,complete,,64da73e7215e2bc1981fad27,mobile,Samsung SM-A715F,Android 13,Samsung Browser 22.0,412x915,412x736,,,0,demographics,4,Female,2,44,2,6,-2,2,3,7,-2,2,do results from an online experiment replicate the experiment in person
1,1692034690010,14/08/2023 17:38:10,1692038290010,1,14/08/2023 19:38:10,139290,5,questionnaire-sxre,,31182569,BLIND,9244530,,complete,,64da73b9ec711882a7e79fbe,mobile,undefined K,Android 10,Chrome 115.0.0.0,360x800,360x667,,,0,demographics,4,Female,2,40,-1,3,1,5,-2,2,-1,3,A1
1,1692034692649,14/08/2023 17:38:12,1692038292649,1,14/08/2023 19:38:12,139290,5,questionnaire-sxre,,31182571,BLIND,9244532,,complete,,64da73c56cead9d9b54b9fe2,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,,0,demographics,4,Female,2,29,-1,3,2,6,-1,3,1,5,virtual reality but i'm unsure why
1,1692034696180,14/08/2023 17:38:16,1692038296180,1,14/08/2023 19:38:16,139290,5,questionnaire-sxre,,31182574,BLIND,9244503,,complete,,64da7359aea00964a1c354a4,mobile,undefined K,Android 10,Chrome 115.0.0.0,412x892,412x752,,,0,demographics,4,Female,2,61,0,4,2,6,0,4,2,6,The effectiveness of virtual reality.
1,1692034698729,14/08/2023 17:38:18,1692038298729,1,14/08/2023 19:38:18,139290,5,questionnaire-sxre,,31182578,BLIND,9244558,,complete,,64da7406b98ec84a73fbadf3,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x739,,,0,demographics,4,Female,2,46,-1,3,0,4,1,5,0,4,just to see if we thought we were that person
